comments,sentiment
Em dung cơ bản không choi game thì thoi điểm gio nên mua iphon 15 nữa không hay mua iphon 16 vậy ạ duong,1
Nếu bán chính hãng liệu có ai mua không?,0
Chíp cùi mua lm j,0
Mỹ nên mạnh tay hơn nữa vs tàu khựa nhất là vs huawei phải làm mọi cách không cho huawei ra bất cứ sp nào hết,0
Có con nào chính hãng mà hơn được 14t ko nhỉ ❤❤,2
😏. 🤣😂,2
Chúc anh Dương Dê vui vẻ nha,2
Tặng em HUAWEI PURA 80 PRO Sài nha anh Dương Dê,2
Mua lúc mới ra luôn gần 12 củ bản cao nhất + cục sạc,2
Quay phim chụp ảnh có đẹp bằng ip 14 trở lên không anh nhìn nó đẹp quá,2
"Tiền đâu để mua thì ông ko bả, chán thật./",0
"Tiền đâu để mua thì ông ko bả, chán thật./",0
Mua cho Bố mẹ dùng con này và oppo Reno 13 - máy nào dùng ổn định lâu dài Anh nhỉ,1
"Mình đang sài s21+ , trước đó sài Z fold 5, chắc có lẽ k mua Ss nữa, ám ảnh quả sọc màn, đời nào cũng dính",0
Em cũng đang xài cái A56 của em và đang xem video của anh nè,2
"Con này pin tụt nhanh, sạc liên tục",0
Giờ ko tiền mua ông tăng 1c đi😐,2
E muốn mua con ạ 56 nhưng không thấy chữ kích để mua đâu nên không thể mua,0
Sắp Ra Dong Mới nên Ss Giảm. SS giờ Không Như Xưa Nữa Hay xanh và Sọc,0
Ae đợi sau tết khả năng giá còn giảm nữa,2
Sạc mấy trăm nữa,2
Sao e k mua đc,2
Mình vừa đường link giá 6t9.,1
Link mua đâu rồi?,1
Sao tôi không thấy link ?,2
Mua trên shop hàng mới hay đã qua sử dụng rồi. Hồi giờ chưa mua trên đó,1
"Ra the gioi di dong fpt 6,5  + 3'5 trieu ìa",0
sao dương dê khong bán trực tiếp giá này cho mọi người,0
Muốn mua con A56 với giá này thì phải làm sao,1
Xạo loz,0
.a duong ơi mua trên này máy có phải chíng hãng và mới 100% ko,2
Xem muộn hết lượt.quá tiếc,0
"Mình mua ở TGDD cách đây 4 tháng trước,bản ram 12/256 gb.giá 11trieu mấy trăm luôn.hớ rồi 😢",0
Trước có đợt mình mua được 5tr650 trên livestrem,2
Samsung Galaxy A56 có hơn Samsung galaxy A73 5G tui đang dùng không hả anh em?,1
"a tư vẫn cho e giá 13,14 tr nên chọn galaxy 23 utrar hay chọn những sản phẩm cùng phân khúc khác  . chụp ảnh quay phim đẹp",2
Thế giới di động vẫn 10 củ,0
Mua xong phải mua thêm sạc hã mn,1
"Mình mua trước 4 tháng (7/2025) có 6,7 triệu",0
rẻ,2
Có giảm giá z flip 7 ko ?,1
Tôi vừa mua trên thế giới di động gần 12 cu phiên bản 12/256,0
"Hết vocher rồi hả mọi ng, mình ko thấy link shope đâu hết",1
"Đang đợi giá này, đáng mua, chơi luôn 1e",2
Con này mà ông Dương kêu mỏng nhẹ?,1
"Vừa mua đợt 11.11 vừa rồi giá 6tr4, đối với 1 người trước giờ chỉ dùng đt Android giá rẻ thì đúng là sang 1 trang mới luôn anh ạ. Dùng thích cực 😄",2
"Được tgdd cho phiếu giảm 5% tối đa 500k, mới đặt cọc con xiaomi 14t 12/512gb 10tr700 được voucher 500 nên chuyển thêm 570k là cọc 10%, thì có nên chuyển qua mua con này không mọi người nhỉ",1
"ủa mua trên shope rồi thằng ship giao dỏm thì sao trời, mua đồ triệu sợ vãi",0
mua trên shope đúng tào lao,0
Vậy đợi đến ngày black Friday có rẻ hơn k,1
sắp có a77 rồi,2
Máy lỏ chạy chip exynos hết cứu,0
Hồi cuối t9 mình mua qua live shopee 6tr3. Mà mua như này mà 6tr6 là quá ngon rồi,2
"A dương ơi cho hỏi với ạ 
Là 13prm và 15plus trên nhau 1tr thì nên trọn máy nào ạ 
Công việc em hay nghe gọi nhắn tin 
Tối về hay chơi game nx ạ
Cảm ơn a chúc a và gia đình nhiều sức khoẻ❤",2
"mình vào sohpee cũng chỉ6,7 triệu",1
Kể cả là giá này thì cũng ko đáng mua,0
5tr2 mình mua được turbo 4 pro,2
"Anh Dương ơi, em sinh viên có khoảng 4-5 tr thì nên mua máy nào có cam chụp đẹp với pin trâu vậy ạ. Em chúc anh nhiều sức khoẻ ạa",2
XL,1
Hết rồi,0
"Đợt tháng 6 húp mã live 25%, A56 còn 6tr3 luôn",2
Shop này  có  bán  đt ss a36 đâu  anh,2
A57  chưa ra,2
thế ông nào mua A36 hôm sales 11.11 giá 5.7 bị hớ mẹ nó 300k,0
Ai mua chưa rivew cho xem với,1
"Dân văn phòng không sử dụng phần mềm nặng giờ vác SS A56 về hợp lí, nhưng đã chọn sao không chọn 12GB/256GB cho thoải mái. Nhưng vấn đề shopee để mỗi bản 8GB/128GB. Đúng kiểu xả đồ tồn 😂",2
Quả chip Ê Xi Lốt nó chán vcl.méo muốn mua,0
"@duongde_official a ơi, xem các video của anh cũng lâu, nhờ a tư vấn giúp, em đang tìm một điện thoại cho ba mẹ. Yêu cầu có độ bền và kháng nước tốt (do làm công việc đồng án), không yêu cầu vêd cấu hình (chỉ dùng để xem Youtube, lướt fb, gọi video call). Giá rẻ nhất có thể ạ. Cảm ơn anh. Chúc mn sức khoẻ.",2
Làm gì vân tay trong mà hình đâu a dương,2
"mấy đợt sale trước thì giá nó có 6tr2, 6tr3 thôi.",1
"Mình mua qua link của anh Dương video trước có 6.4 tr nhé. Máy mình chat này luôn ạ. Máy mới tinh 100%, anh em cứ yên tâm nhé. Đợt đó mình cũng săn được poco x7 pro 6,5 tr nhưng mình không chốt giờ nghĩ lại mình hơi tiếc xíu thôi. Chúc các fan kênh anh Dương sức khỏe ạ. Mong được lên sóng.",2
Là mình thì vẫn mua a 36,2
"chênh nhau 200k nên chọn tecno spack305G hay spack40 vậy a , em chay shiper",1
Sao minh ko có thấy voucher add,2
Vậy a55 có khi còn giữ giá hơn a56,0
thich cam tron nhu a55,2
Sao mình thêm vocher vẫn ra 7tr,0
A56 2 thang tháng trước đã mua được trên shopee 6tr3 rồi. Giờ mà kêu mua 6tr7 thì chịu rồi anh ơi. 😂😅😂,2
mấy đợt sale trước cũng toàn 6.5tr. mỗi tội dùng chán,1
e vừa tậu con a56 giá khoảng 6tr5 từ yt shopping về cho mẹ e dùng,2
Em phân vân con này với redmi note 14 pro +,2
Bản 12/256 8tr7 kèm sạc 25w ok không ạ,1
Sắp ra A57 rồi,2
"Hàng sam phân Ế hàng nên mới phải đẩy giá như thế 🤣🤣,của rẻ là của ôi",2
Bữa xem áp mã còn có 6tr1,2
Mua Iphone trả góp 😘,2
Ms vô đã hết hàng rồi 😢,2
Sao vào mua toàn hơn 8 cu,0
làm sao để có voucher youtube ? tk shopee của mình giá 6tr9,1
"Có khi còn dưới 6,5 triệu nữa kìa.",1
Sao m vẫn thấy 6935k nhỉ,2
Mình mới mua 6.3tr😅,2
A05 có giảm không vậy,1
"Ng bán ko lầm chỉ ng mua lầm
Đt càng ngày sẽ càng rẻ",2
A nên cho link mua hàng lên a ạ,0
Đang xem bang Samsung s25ultra,1
Tham khảo tại CellphoneS : https://cellphones.com.vn/dien-thoai-samsung-galaxy-a36.html?utm_source=pr&utm_medium=DuongDe&utm_campaign=dien-thoai-samsung-galaxy-a36.html_09052025,1
"Xaoimi chỉ dc thời gian đầu thôi, qua thời gian nó giật lag kinh",0
Thay vì cố a56 thì lấy a36 rom 256 🙂,2
Thiết kế của Samsung hình như na ná như của Sony Xperia thì phải,1
Máy A36 A56 bản 12/256GB bán rất hiếm ạ. đa số máy A36 A56 loại 128GB bán chạy hơn so với nhưng dung lượng hơi ko đc thoải mái lắm nếu quay chụp thường xuyên mà máy bị cắt giảm thẻ nhớ thì mất công hơn. Nhưng để mua bản 256GB thì rất khó vì giá cao & cửa hàng ko bán loại này. Cho nên tiếc,0
Nếu mua cho phụ huynh dùng lâu dài 3-4 năm trong tầm giá 7 triệu thì máy nào ngon nhất nhỉ,1
"Anh ơi, xem thử điện thoại loại nào tốt nhất trong khoảng 5 triệu đi anh",2
"Điện thoại Samsung Galaxy A20 của tôi đã dùng từ năm 2019 mà vẫn tốt, thỉnh thoảng hơi đơ thôi. (6 năm rồi, bây giờ là tháng 9/2025)",2
"Có đt sámung nào tầm 6-7tr mà chụp hình đẹp , giống thật k mn",2
A 36 sóng vina quá yếu,0
Giờ điện thoại tàu nó ok quá rồi. Hiệu năng tầm giá mấy con samsung như shit.,0
tầm giá 10 tr lựa dòng nào shop ơi,1
"A 56,a36, Oppo Reno 14 series 5 g, chọn máy nào, phân vân, nhiều người khen chê",1
Dt thoại xịn mà mạng yếu thì cũng giật lắc phải ko a,0
Ở thời điểm hiện tại thì S24 FE so với A56 thì máy nào ok hơn vậy anh ơi. Mong anh phản hồi ạ,1
"Ông anh mua A56 mình mua A36, xài cả 2 con thấy ngang nhau về tính năng không khác gì mấy, A56 viền nhôm đẹp hơn tí thôi, A36 tiết kiệm được khúc, chip A36 xài lành hơn mát máy hơn. Đáng mua A36 hơn vì xài ốp thì còn nào cũng giống con nào😂",2
"Nghe nói con A36 sài nóng máy có kg mn, ai sài rồi cho xin ý kiến với ạ",1
Ss M53 5g xách tay 3tr có đáng mua không mn,0
Sam sung thương hiệu Việt nam 😂 ông anh học ở đâu vậy ạ,2
A Dương cho e hỏi con  A36 và iphone xsmax mình nên mua con nào sài ok mượt hơn vậy a..,2
A ơi e đang phân vân ip12pro và sam sung a56 5g thì nên chọn máy nào,2
"Điện thoại trung quốc có dùng mới biết. Con gái m mua con red mi 12 giá 4 T mà dùng dơ, giật lác kinh khủng ko thể bằng con a06 của ss. Cho nên ko phải cấu h cao mà ngon. Bây h mình tránh xa đt tàu",0
"5 6tr cả cũ và mới có con android nào chụp ảnh đẹp ko ạ, nhất là chụp seo phi giống iphone ạ",1
A36 có 5G không anh em,1
Điện thoại Trung Quốc chính hãng nào có thể cạnh tranh với Samsung a36 vậy bạn DƯƠNG!,1
Mấy anh em dùng Mấy giòng sam sung này ghi âm cuộc gọi có thể ghi âm được nhiều cuộc gọi không ạ,1
cho mình hỏi iqq z9 với z10 con nào ngon hơn vậy mọi người,2
Ss sợ sọc màn lắm,0
A36 dùng nhanh bị nóng điện thoại,0
"Cầm trên tay thì a56 đẹp và sang trọng hơn hẳn a36 nhé mn ,lúc đầu mình cũng định mua a36 nhưng 2 con để gần nhau thì a56 đẹp hơn nhiều ,tiền nào của đó thôi😊😊😊",2
Em ơi nên chọn 8G-128 hay 8G-256 vậy.Cám ơn em.,1
Nhìn con a26 đẹp hơn con a36,2
Mua online A56 giá 7Tr thôi a e 😊,2
Ssmsung hay bị lỗi. Ko bao giờ mua Samsung,0
mn cho e hỏi hssv mua máy lần đầu thì nên chọn ip14 plus cũ 256gb hay ss s24 plus 256gb mới để dùng ổn định và lâu dài ah,2
"Tôi dùng samsung còn thứ hai ,có lẻ không dùng con thứ 3,vì nhanh sọc màn hình sau 1 năm.",0
A55   như nào a  các bác❤,2
Sam sung chẳng có cái nào đáng mua xài 1 2 năm lang do,0
A55 mà quất viền kloai sac 25w k khác nhìu 45w,2
"Mình mới mua cho ba mình con A56, ba mình chỉ xài cơ bản, mạng xã hội nghe gọi youtube , không game. Mình thấy nó hoản hảo.",2
A có the cho em địa chỉ mua sam sung chính hang mà lại đúng giá k a cam ơn a rat nhiều,2
Cảm ơn anh đã tư vấn  em tin anh se chon a36 anh ơi cho em hỏi a nói a36 chỉ có 7 triệu 7 nhung ơ thế giới di động lại co mức giá hơn 8 triệu là sao anh có thể tư vấn mua ơ đâu cho đúng giá k a,2
"Hôm trước định mua con A36 làm máy phụ, mà thấy hình thằng hth làm đại diện nên quay xe qua Redmi 14 5G :)))",2
Bác này nói đúng nè. A 36 xài thực tế hàng ngày thì ngon hơn 56 luôn nhé. Đó là con chíp chất lượng Snapdragon,2
"chào anh Dương, chúc a & gđ nhiều sức khỏe
em muốn tìm 1 con dung lượng 512 Gb để lưu ảnh video nhiều, camera ok, ko chơi game, mong anh tư vấn ạ.",2
Anh oi poco M6 pro dùng đc lâu dài ko anh,2
Anh Dương ơi so sánh giúp em giữa Poco x7 pro với Redmi turbo 4 pro. Điểm mạnh của turbo 4 pro có đáng để đánh đổi với hàng chính hãng ko?,2
Ko lỗi kíếm ánh sáng thì mọi thứ đều ổn,2
"Tôi vừa mua A36_8/256 được hơn một tháng tính cho đến nay (8,7triệu) dùng rất sướng 😅.",2
Ah dương đt galaxy a36 a56  có NFC ko ạ,1
Mình chọn giá rẻ dòng M tầm 4 củ vì quả pin 6000mh.,0
Đang phân vân giữa con a56 với con s24e ae cho xin ý kiến tham khảo,1
Kinh phí 8tr nên mua con xách tay nào vậy m.n chủ yếu chơi game,1
Con a55..a56 quá đẹp,2
Mình mua combo a56 5g và tai nghe bud fe giá 7tr4. Săn trên shoppe mail của ss. Chịu khó săn giá đó rất ok,2
Trong tầm này còn con m55 giống con a36 nữa. Ko biết có ngon ko,1
Theo  chú Dương thì nên mua xaomi14t hay iPhone 14 a. Nhu cầu chỉ chơi game nhẹ quay video a,2
chú cho cháu hỏi cháu có con máy phụ xs bị liệt phím q và nửa  góc màn hình mà giá ep cảm ứng người ta lấy tận 800k  bằng giá màn gx theo chú cháu nên ép cảm ứng hay thay màn gx ạ cháu chúc chú và gia đình nhiều sức khoẻ ạ❤❤,2
Em vừa mua A36 hôm nay trên shoppi giá 5tr570k còn được hoàn 200k xu tính ra trừ xu còn đúng 5tr370k shop mô tả là hàng đã kích hoạt bảo hành được vài ngày giá như vậy có ok không ạ em mua của shop mail,2
Anh Dương có thể làm 1 clip so sánh 2 dòng Galaxy A và M của Samsung không ạ?  Nếu anh chọn 2 chiếc cụ thể đại diện cho 2 dòng (mà có giá xêm xêm nhau ở tầm trung) để so thì tốt quá ạ. Cảm ơn anh.,2
Anh Dương Dê làm video đánh giá về vivo x200 ultra đi ạ! Cảm ơn anh,2
Em mới nhận a36 hồi sáng luôn,2
"Cháu chào chú ạ, mong chú tư vấn giúp cháu điện thoại dành cho sinh viên ạ. Hiện tại cháu đang dùng Oppo A57 đến nay đã được 6 năm và đã hỏng phím nguồn cũng như âm lượng nên cháu muốn thay điện thoại mới ạ. Nhu cầu dùng điện thoại của cháu là các ứng dụng nhận gửi tin nhắn như Messenger, Zalo, nghe nhạc, đọc sách và tài liệu, chụp ảnh và lâu lâu thì có xem Youtube thôi ạ. Cháu muốn điện thoại có thể dùng lâu dài (khoảng từ 5 năm) và trong tầm giá từ 4 - 6 triệu ạ. Cháu cảm ơn chú đã dành thời gian đọc bình luận của cháu. Chúc chú sức khoẻ ạ.",1
"Trong tầm giá 11tr có con iphone hay samsung nào đáng mua không chú, nhu cầu của cháu là chụp ảnh đẹp và chơi game tầm trung. Chúc chú và gia đình mạnh khỏe 😊",2
Samsung thiết kế sản phẩm rất đẹp. A56 và a36 nhìn ở ngoài thực tế đẹp hơn trong hình.,2
giờ này mà còn giọt nước thì thua 😂😂 nhìn chán thật chứ lậy,0
còn 1 điểm nữa là A36 không có NFC còn A56 thì có NFC thì phải,1
"A56 mua hôm 15/5 trên shope chỉ có 7,2 tr",2
a56 trên shopee hiện đang giảm còn 7tr nha,1
"Em gần đây quan tâm đến vivo x90 peo nhưng lại ko thik màn cong
A rcm e con máy cùng tầm dưới 10tr hiện này mà ngang tầm camera koa h",2
"E chào a Dương. 
Rất mong a làm về chủ đề Iphone 128GB + Icloud so với Iphone 256GB. Cái nào hơn",2
"Tài chính dưới 10 triệu thì nên mua đt gì ạ, yêu cầu pin trâu bộ nhớ cao",1
A26 là con chim mồi cho con A36🤣,2
Con A36 phải trang bị Exynos 1480 là đúng hơn,1
"Chào a Dương, em theo dõi anh đã rất lâu chắc cũng 7 8 năm rồi, từ hồi anh còn đồng hành với Người Lạ.
Nhờ a tư vấn giúp em con máy tầm 5tr, cũ hay mới xách tay hay chính hãng ko quan trọng, nhu cầu của em là xem phim nghe nhạc nên muốn tìm máy nào có loa nghe hay tí, e chỉ sử dụng các tác vụ cơ bản hằng ngày và thi thoảng có chơi game nhẹ, chúc anh Dương nhiều sức khỏe.",2
"Đã mua A36 5G vào đúng ngày thứ 3, ngày 6, tháng 5 😍🥰",2
Cam trước A55 hơn cam trước A56 phải không ạ ?,2
Anh cho em hỏi là ip13 và ip 14 chênh lệch nhau khoảng 1tr6 thì nên mua con nào ạ? Cảm ơn anh chúc anh nhiều sức khoẻ,2
Chú dương cho cháu hỏi là nên mua điện thoại TQ quốc tế hay nội địa ạ? Cháu chỉ dùng một máy chính thôi ạ.,1
"em nên chọn máy nào giữa samsung s24 plus và iphone 15 vậy anh Dương. Em đang cần máy xài ổn định, camera đẹp, pin đủ dùng 1 ngày, chơi game tầm trung. Chúc kênh ngày càng phát triển",1
Chào anh dương em đang phân vân giữa galaxy a55 hay là  galaxy a36 em xem YouTube chơi ff chích Samsung ❤,2
"Galaxy A56 : https://cellphones.com.vn/dien-thoai-samsung-galaxy-a56.html?utm_source=pr&utm_medium=DuongDe&utm_campaign=dien-thoai-samsung-galaxy-a56.html_20032025
Poco X7 Pro : https://cellphones.com.vn/dien-thoai-poco-x7-pro-5g.html?utm_source=pr&utm_medium=DuongDe&utm_campaign=dien-thoai-poco-x7-pro-5g.html_23032025",1
Anh ơi. Em bấm theo link sản phẩm của anh trên shoppee. Giá có 6tr4 là sao anh nhỉ. Link mua trên shoppee của anh có phải hàng chuẩn ko anh,2
Tôi chọn samsung vì samsung mang lại nhiều lợi ích cho đất nước và người dân việt nam.,2
poco x7 pro quay video 60fps ss 30fps,1
"Mua ss nếu bạn có thừa tiền mua thêm phụ kiện, dán cường lực. 

Mua poco nếu bạn muốn tíêt kiệm chi phí",2
"Mình mới mua cho mẹ vợ 1 con A56, và có ngó qua con Poco X7, thì con Poco X7 xấu quắc, A56 ok luôn",0
Mình đang dùng sam sung a56 có bạn nào đang xài poco x7 pro không đổi với mình,2
"mn cho minh hoi,giua a56 va oppo reno 12 5g nen chon may nao,gia nhu nhau.",1
"Con a56 của e đo antutu ra 1242517 điểm, lệch quá không biết máy có bị lỗi ko a 😢",2
"chơi mỗi liên quân 1 ngày chắc tầm 3-4 ván nhưng em sử dụng mxh và các app học tập và làm vc thì nên chọn con nào, chup ảnh cx khá it",1
Nói tóm ngắn gọn là màn của SS chưa có hãng nào qua mặt đc nó cả 😂,2
"Xiaomi tôi có mua vài con để chạy livestream cho shop tôi , ngày chạy tầm 7h mà 4 tháng pin đã phồng to phải đi thay , con nào cũng thế , mua 2 cái samsung dòng M để làm máy liên hệ cho nv shop thì thấy ổn , ko khá cái gì nhưng cũng ko  tệ . dòng S của samsung từng có thời gian làm máy chính nhưng dc 2 năm là thấy xuống toàn diện , yếu hẳn",0
Anh chị tư vấn giúp em galaxy a56 và poco x7bro con nào  ngon hơn em ko chơi game ko chụp hình em thích pin trâu sạc nhanh,1
mình chạy sp poco có bi trễ thông báo không,1
Chết main như poco m3 k😅,2
"Chào anh Dương. Nhờ anh tư vấn giúp em nên mua Oppo Find x8 bản nội địa hay A56 12/256Gb. Bỏ qua vấn đề giá bán thì nhu cầu em cần là quay phim chụp hình, mạng xã hội và chỉnh video capcut, ko chơi game.. em mua để sang Nhật sử dụng, cám ơn anh Dương.",1
"phải chi xem sớm hơn thì chắc mua poco gòi,😢",2
👍,2
"Mình thấy một điều mà ít người đề cập là samsung nhìn pin nó có 5k nhưng nó trâu hơn hẳn mấy hãng khác pin 5k đó chứ, chưa kể Samsung hỗ trợ phần mềm lâu dài hơn nữa, đâu chỉ bán mỗi cái thương hiệu đâu nhỉ =.= Đt SS xưa giờ trong tầm giá kiểu nó không quá mạnh cái gì nhưng cái gì nó cũng đủ tốt, nói đúng ra là toàn diện, an toàn.",0
A56 dùng sạc 25w được k mọi người,1
Chào Anh Dương em có 8Tr muốn mua 1 cái máy để quay video. Anh có lời khuyên nào tốt nhất cho em không ạ.Máy nào cũng được em chỉ cần quay video ổn định đẹp. Em cảm ơn anh.,1
"Đang sài x7 pro review sơ qua:
Màn thấy oke đó đẹp
Thiết kế thì đẹp nha 
Hiệu năng thì quá mạnh r 
Cam đủ dùng 
Os thấy oke cx mượt, chưa thấy lỗi
Pin trâu nếu mxh thì đc cỡ 8-9 tiếng game thì 6 tiếng
Có ip 68/69 ngon
Chọn con này nếu thích pin trâu, hiệu năng mạnh, thiết kế hầm hố, cam đủ dùng",2
"Cứ samsung hàng A mà lích , mình đang dùng con  a32 , rơi nứt màn & rơi sỉ hàn cháy vào màn hình trong , vẫn mượt xem phim & pin 5000 vẫn ok mình mua từ tháng 3/2023 ( giờ bán họ trả mình 300k , lúc mua 7000 ) để sài tạm khi đi làm rất ok .",0
"Nếu bạn nào hay đi công tác xa trung tâm thành phố thì không nên mua a56, nó bắt sóng cực yếu",0
"đã bán con poco x7 pro qua con a56 ko hối hận,",0
"Mua về sử dụng cơ bản lưu trữ file, chụp hình   vs thỉnh thoảng  chơi game( liên quân, pes)  thì a56 ổn ko ạ",1
Thích màn hình phẳng và chất liệu của a56 nhưng thể ngửi nổi cái viền dày của nó 😂.,2
Nếu Oppo reno 13F 5g so với Samsung A56 thì cái nào oki hơn ạ,2
Mk định mua máy cho phụ huynh mình thì lên chọn ss hay poco ( nhu cầu chủ yếu là dùng chạy grab ),1
"mua cho mẹ a56, còn tôi dùng x7 pro nhưng thấy của samsung cảm giác vẫn hơn nhé k hiểu sao lắm",2
"Em mới mua Poco X7 Pro bản 12/256 giá 7tr2 nè anh, thằng Samsung chỉ hơn màn hình và AI thôi anh ơi, còn lại thua tất cả.",0
Màn hình ss nó nét đẹp hơn nhìu.chụp hình cũng đẹp nhờ AI,2
s thấy poco x7 pro 5g trên shoppe có 6tr5 nhỉ @@! thấy hoang mang quá shop xiaomi store luôn,1
"Nên chọn con nào đây ae, đang phân vân quá",1
Sam sung lag vkl,0
Poco cam xấu,0
"dòng đt xiaomi TQ này dùng app ngân hàng của VN có yên tâm ko anh Dương..?
em đang dùng con Huawei Mate 40 nội địa TQ, tải các áp như zalo Facebook meseg. đều qua APK, có các ứng dụng ngân hàng VN mà em ko dám tải về dùng, xin anh và m, n chỉ giáo ạ",1
"Mua con xiaomi note 14 pro plus sài được 3 tháng , giật lag phải bán đi mua con ssa56 này sài cảm thấy mượt mà sắc nét OK lắm",0
Giá shopee áp voucher vào còn 6tr5 quá ngon cho poco x7 rồi,2
"Vừa làm 1 con Poco x7 pro chạy app grab thì ngon đét, màn hình thì auto ra sáng vẫn ổn áp chả tối gì, pin sạc thì khỏi bàn tới rồi, chip thì out trình hết cùng phân khúc.",2
"Chiều nay vừa mượn A56 bản 256GB chụp thử của đồng nghiệp. Cam chính mầu nhợt nhạt chán lắm, thất vọng định mua cho phụ huynh",0
Bác nói màn của Xiaomi hơn về độ chi tiết còn được chứ nói về độ nổi khối đẹp thì màn Samsung bao giờ cũng ăn đứt Xiaomi. Mình đang dùng con Samsung A73 với Xiaomi 14Tpro đây màn A73 thua về chi tiết nhưng độ nổi khối hơn hẳn Mi 14Tpro.màn Amo bọn Trung Quốc làm nó cứ bị bệt xấu kinh khủng kể xả máy cao cấp😅,0
"Chuyện bít rồi nói,mãi,sao lại so với máy tàu,hịu năng toàn diện máy tàu đều hơn gấp đôi mà giá lại rẻ nữa😅",2
Xem để thấy so sánh thôi vì tin nhắn mình gởi bởi poco x7 pro,2
Này là mua ở đâu cũng chính hãng à mọi người,1
galaxy a26 với galaxy a35 thì con nào ngon hơn vậy chú,2
"Hôm nay shoppee sale poco x7 pro 8-256 giá 6,7 triệu. A56 7,6 triệu, săn nhanh mọi ngươig ơi.",2
"Đã sạc chậm mà mua máy còn k có cục sạc 😂 , phải bỏ thêm tiền mua cục sạc rồi ốp lưng thì thôi dẹp",0
Reviewer lâu năm mà nói A56 8/128 9tr5 với X7 pro 12/256 9tr2 ngang giá??? Sao ko xem bản A56 12/256 giá bao nhiêu (trong khi canh sale thì Poco rẻ hơn nữa).,0
Tổng thể Poco ko ăn đc Samsung  A56 là chắc chắn.,0
"Samsung lỏ, bán không kèm củ sac. T mua x7 pro giá có 6 triệu 8, được tặng kèm củ sạc 90w, tặng luôn ốp lưng, dán sẵn miếng bảo vệ màn hình.",0
Android thì nhứt samsung nhì xiaomi thôi đừng tin hãng khác vỡ mồm đấy,0
"Mình đang xài Poco nè, màn hình tuy thông số tốt nhưng mà nó không đẹp bằng ss đâu á, nó chỉ nét hơn thôi. Được cái là mua trên sàn S áp mã giá nó rẻ hơn Samsung. Máy Samsung thì nhìn sang hơn và có hệ điều hành mới, có AI nhma viền dày. Máy poco nhìn chung chụp hình hong bằng. 

Với người dùng phổ thông thì mua samsung vẫn oke hơn, còn mn có sở thích hãng Xiaomi, hay Poco có icon có hình tròn thì mua poco.",0
"Mình vẫn đang xài ss a31 từ 2020 tới giờ chưa gặp lỗi gì, dùng tác vụ bt chơi lq vẫn ok , có nâng sẽ mua ss a56 ❤",2
Poco X7 Pro ăn đứt anh em nhỉ,0
"Tôi nói nhanh lẹ cho ae dễ hiểu, poco x7 pro hơn tất cả, chỉ thua màn hình ,độ sáng và sằc nét ss tốt hơn.",0
Samsung thì chỉ quan tâm tới dòng S chạy snap thôi chứ vẫn cứ đu bám exynos thì lướt,0
Viettelstore bán A56 chỉ 8.990k,1
Anh ss pocox7 pro với ace5 đi anh,2
"Em cũng nhờ a tư vấn, mong a xem và cho lên sóng giúp em cảm ơn anh cùng ê-kíp luôn đáp ứng được mọi người để biết được giá trị trong tầm tiền",2
"Mình đang dùng x7pro 12/256. Màn hình có thể thua samsung sắc nét, nhưng cũng rất tốt, . Máy mát, mượt, và đủ sử dụng nặng trong 1 ngày. Tay mồ hôi hay ướt  thì mở khoá cũng nhanh. Mua dc kèm ốp, dán, sạc nhanh, cái mà sam với apple ko có cửa. Nói chung dùng ok lắm. Giá dưới 8 triệu thì mua 12/256 poco sẽ ko hối hận đâu.",2
Nên mua đt cao cấp của tàu tầm 12-14 tr xài cực ngon. Mấy con này cũng chục củ cả rồi.,2
Chính ra xem kênh a dương vẫn là chuẩn nhất. Tư vấn chuẩn.,2
"Anh làm so sánh giữa a56 vs note 14 pro 5,g đi a hai con này cũng tâm tien",2
Căn bản con poco kia săn sale chỉ tầm 7 củ thôi,1
Jah,2
"ss a56 mua tren shoppe tren gian hang ss ,áp vocher và e vocher vào giá khoảng hon 7tr cả củ sạc",1
poco x7 pro bản 12/256 7.4-7.6 . bản 8/256 thì 6.8. chênh lệch giá với a56 đấy,0
"Thất vọng Dương Dê, theo dõi lâu vì công tâm mà qua video này phải xem lại rồi, mất 1 follow với anh chả ảnh hưởng gì nhưng đều đó cũng có nghĩa là chất lượng rv của anh đang đi xuống.",0
Thông số màn hình của Poco X7 Pro như vậy chứ thực tế thì nó xấu hơn A56 nhiều lắm.,0
"sao anh dương không quay video 60fps vậy ạ, xem nó hơi giật giật xíu ạ",1
"Săn sale hàng ngày trên shoppe Xaomi mall Poco x7pro bản 8-256 giá 7,1tr bản 12-256 giá 8 triệu.",2
Ss dùng chip lỏ quá,0
Poco có thể săn sale vs giá 7đồng. Samsum thì chắc k có giá đó r. Chênh nhau cũg kha khá đó chứ. Poco thì vẫn thôg báo ổn. Pin tốt. Con x7 pro này là 8400U. Nó k có nhân tiết kiệm pin nên cũg khá tốn. Bù lại khoảg sạc nhah 90w quá ok luôn. Nếu săn sale thì chênh cũg kha khá đó.,2
"Poco X7 pro tốt thật đấy, hơn A56 rất nhiều chip mạnh đấy, sạc nhanh đấy, mình sẽ xuống tiền mua A56 thoii...mình không có dư tiền để năm nào cũng đổi điện thoại, thằng em mình mua mấy cái poco rồi, năm nào cũng đổi, lúc đầu chạy nhanh, về sau toàn lếch...😅😅",2
Poco x7 pro có 6.8 đến 7tr thôi,2
